group,function,value,sample_time_nanos,iteration_count
single push,,"(100, 100)",253760,30
single push,,"(100, 100)",489260,60
single push,,"(100, 100)",739701,90
single push,,"(100, 100)",953042,120
single push,,"(100, 100)",1239840,150
single push,,"(100, 100)",1472540,180
single push,,"(100, 100)",1696821,210
single push,,"(100, 100)",1953090,240
single push,,"(100, 100)",2103320,270
single push,,"(100, 100)",2375593,300
single push,,"(100, 100)",2645012,330
single push,,"(100, 100)",2861612,360
single push,,"(100, 100)",3012803,390
single push,,"(100, 100)",3450351,420
single push,,"(100, 100)",3586111,450
single push,,"(100, 100)",3617483,480
single push,,"(100, 100)",4123423,510
single push,,"(100, 100)",4225063,540
single push,,"(100, 100)",4508774,570
single push,,"(100, 100)",4826984,600
single push,,"(100, 100)",5041083,630
single push,,"(100, 100)",5182684,660
single push,,"(100, 100)",5407395,690
single push,,"(100, 100)",5684586,720
single push,,"(100, 100)",5842857,750
single push,,"(100, 100)",6072313,780
single push,,"(100, 100)",6216243,810
single push,,"(100, 100)",6604885,840
single push,,"(100, 100)",6732937,870
single push,,"(100, 100)",7006938,900
single push,,"(100, 100)",7278916,930
single push,,"(100, 100)",7609717,960
single push,,"(100, 100)",8019145,990
single push,,"(100, 100)",8180397,1020
single push,,"(100, 100)",8153808,1050
single push,,"(100, 100)",8409678,1080
single push,,"(100, 100)",8910273,1110
single push,,"(100, 100)",9217140,1140
single push,,"(100, 100)",9559104,1170
single push,,"(100, 100)",9812191,1200
single push,,"(100, 100)",9994935,1230
single push,,"(100, 100)",9982287,1260
single push,,"(100, 100)",10696856,1290
single push,,"(100, 100)",10466146,1320
single push,,"(100, 100)",11034836,1350
single push,,"(100, 100)",11083987,1380
single push,,"(100, 100)",11178549,1410
single push,,"(100, 100)",11541153,1440
single push,,"(100, 100)",11747421,1470
single push,,"(100, 100)",12054168,1500
single push,,"(100, 100)",11980448,1530
single push,,"(100, 100)",12603781,1560
single push,,"(100, 100)",12563978,1590
single push,,"(100, 100)",12553081,1620
single push,,"(100, 100)",13104963,1650
single push,,"(100, 100)",13475991,1680
single push,,"(100, 100)",13489265,1710
single push,,"(100, 100)",13924933,1740
single push,,"(100, 100)",13884902,1770
single push,,"(100, 100)",14196073,1800
single push,,"(100, 100)",14048701,1830
single push,,"(100, 100)",14456714,1860
single push,,"(100, 100)",14497535,1890
single push,,"(100, 100)",15390892,1920
single push,,"(100, 100)",15392075,1950
single push,,"(100, 100)",15619518,1980
single push,,"(100, 100)",16061959,2010
single push,,"(100, 100)",16148790,2040
single push,,"(100, 100)",16386240,2070
single push,,"(100, 100)",16745644,2100
single push,,"(100, 100)",17263886,2130
single push,,"(100, 100)",17843286,2160
single push,,"(100, 100)",17633253,2190
single push,,"(100, 100)",17769090,2220
single push,,"(100, 100)",17783515,2250
single push,,"(100, 100)",18145985,2280
single push,,"(100, 100)",18389385,2310
single push,,"(100, 100)",19057084,2340
single push,,"(100, 100)",19287770,2370
single push,,"(100, 100)",19485382,2400
single push,,"(100, 100)",19326434,2430
single push,,"(100, 100)",19843296,2460
single push,,"(100, 100)",20125107,2490
single push,,"(100, 100)",20482784,2520
single push,,"(100, 100)",20535682,2550
single push,,"(100, 100)",20676035,2580
single push,,"(100, 100)",20653737,2610
single push,,"(100, 100)",20263632,2640
single push,,"(100, 100)",20808255,2670
single push,,"(100, 100)",21700822,2700
single push,,"(100, 100)",21740638,2730
single push,,"(100, 100)",22052913,2760
single push,,"(100, 100)",22048403,2790
single push,,"(100, 100)",22429788,2820
single push,,"(100, 100)",22976601,2850
single push,,"(100, 100)",23488157,2880
single push,,"(100, 100)",23575008,2910
single push,,"(100, 100)",23794271,2940
single push,,"(100, 100)",23490584,2970
single push,,"(100, 100)",23520908,3000
