group,function,value,sample_time_nanos,iteration_count
single push,,"(100, 100)",277921,66
single push,,"(100, 100)",532061,132
single push,,"(100, 100)",871841,198
single push,,"(100, 100)",1104810,264
single push,,"(100, 100)",1364960,330
single push,,"(100, 100)",1707741,396
single push,,"(100, 100)",1931201,462
single push,,"(100, 100)",2219142,528
single push,,"(100, 100)",2529440,594
single push,,"(100, 100)",2771984,660
single push,,"(100, 100)",2994914,726
single push,,"(100, 100)",3328012,792
single push,,"(100, 100)",3635374,858
single push,,"(100, 100)",3736824,924
single push,,"(100, 100)",4019676,990
single push,,"(100, 100)",4461743,1056
single push,,"(100, 100)",4711652,1122
single push,,"(100, 100)",4885554,1188
single push,,"(100, 100)",5139812,1254
single push,,"(100, 100)",5524573,1320
single push,,"(100, 100)",5834141,1386
single push,,"(100, 100)",6114593,1452
single push,,"(100, 100)",6276483,1518
single push,,"(100, 100)",6637495,1584
single push,,"(100, 100)",6803847,1650
single push,,"(100, 100)",7089163,1716
single push,,"(100, 100)",7376375,1782
single push,,"(100, 100)",7687009,1848
single push,,"(100, 100)",7680620,1914
single push,,"(100, 100)",8117024,1980
single push,,"(100, 100)",8492123,2046
single push,,"(100, 100)",8960406,2112
single push,,"(100, 100)",9253766,2178
single push,,"(100, 100)",8979506,2244
single push,,"(100, 100)",9427377,2310
single push,,"(100, 100)",9674214,2376
single push,,"(100, 100)",9911766,2442
single push,,"(100, 100)",10462190,2508
single push,,"(100, 100)",10425026,2574
single push,,"(100, 100)",11118119,2640
single push,,"(100, 100)",11624822,2706
single push,,"(100, 100)",11407850,2772
single push,,"(100, 100)",11943547,2838
single push,,"(100, 100)",11990705,2904
single push,,"(100, 100)",12606238,2970
single push,,"(100, 100)",12650072,3036
single push,,"(100, 100)",12911386,3102
single push,,"(100, 100)",13148950,3168
single push,,"(100, 100)",13268392,3234
single push,,"(100, 100)",13937742,3300
single push,,"(100, 100)",13887455,3366
single push,,"(100, 100)",13992726,3432
single push,,"(100, 100)",14033637,3498
single push,,"(100, 100)",14415241,3564
single push,,"(100, 100)",14984612,3630
single push,,"(100, 100)",14958601,3696
single push,,"(100, 100)",14967621,3762
single push,,"(100, 100)",15544383,3828
single push,,"(100, 100)",15932600,3894
single push,,"(100, 100)",16392570,3960
single push,,"(100, 100)",16891509,4026
single push,,"(100, 100)",16866616,4092
single push,,"(100, 100)",17257836,4158
single push,,"(100, 100)",17766786,4224
single push,,"(100, 100)",17845070,4290
single push,,"(100, 100)",17545938,4356
single push,,"(100, 100)",18255842,4422
single push,,"(100, 100)",18150536,4488
single push,,"(100, 100)",17933377,4554
single push,,"(100, 100)",18792948,4620
single push,,"(100, 100)",19064877,4686
single push,,"(100, 100)",18910381,4752
single push,,"(100, 100)",19526434,4818
single push,,"(100, 100)",20053377,4884
single push,,"(100, 100)",19753727,4950
single push,,"(100, 100)",21114520,5016
single push,,"(100, 100)",20844462,5082
single push,,"(100, 100)",21683242,5148
single push,,"(100, 100)",21751925,5214
single push,,"(100, 100)",22010058,5280
single push,,"(100, 100)",21938774,5346
single push,,"(100, 100)",21703505,5412
single push,,"(100, 100)",22226214,5478
single push,,"(100, 100)",22582746,5544
single push,,"(100, 100)",22458618,5610
single push,,"(100, 100)",22899937,5676
single push,,"(100, 100)",23823213,5742
single push,,"(100, 100)",23580401,5808
single push,,"(100, 100)",23995995,5874
single push,,"(100, 100)",24680364,5940
single push,,"(100, 100)",24748177,6006
single push,,"(100, 100)",24985143,6072
single push,,"(100, 100)",25129755,6138
single push,,"(100, 100)",25342979,6204
single push,,"(100, 100)",25429543,6270
single push,,"(100, 100)",25351638,6336
single push,,"(100, 100)",25975527,6402
single push,,"(100, 100)",26582275,6468
single push,,"(100, 100)",26498347,6534
single push,,"(100, 100)",27433684,6600
