group,function,value,sample_time_nanos,iteration_count
single push,,"(100, 10)",530220,83
single push,,"(100, 10)",1052061,166
single push,,"(100, 10)",1560642,249
single push,,"(100, 10)",2087532,332
single push,,"(100, 10)",2630872,415
single push,,"(100, 10)",3105421,498
single push,,"(100, 10)",3592333,581
single push,,"(100, 10)",4164171,664
single push,,"(100, 10)",4687685,747
single push,,"(100, 10)",5169355,830
single push,,"(100, 10)",5556573,913
single push,,"(100, 10)",5979743,996
single push,,"(100, 10)",6748535,1079
single push,,"(100, 10)",7080705,1162
single push,,"(100, 10)",7715837,1245
single push,,"(100, 10)",7991413,1328
single push,,"(100, 10)",8323456,1411
single push,,"(100, 10)",9148297,1494
single push,,"(100, 10)",9230148,1577
single push,,"(100, 10)",10099941,1660
single push,,"(100, 10)",10109506,1743
single push,,"(100, 10)",10657697,1826
single push,,"(100, 10)",11480770,1909
single push,,"(100, 10)",12238381,1992
single push,,"(100, 10)",12230009,2075
single push,,"(100, 10)",12938821,2158
single push,,"(100, 10)",13584350,2241
single push,,"(100, 10)",13657206,2324
single push,,"(100, 10)",14770210,2407
single push,,"(100, 10)",15123483,2490
single push,,"(100, 10)",15379102,2573
single push,,"(100, 10)",16022070,2656
single push,,"(100, 10)",16729355,2739
single push,,"(100, 10)",17140032,2822
single push,,"(100, 10)",17562717,2905
single push,,"(100, 10)",18057721,2988
single push,,"(100, 10)",18730507,3071
single push,,"(100, 10)",19383883,3154
single push,,"(100, 10)",19911330,3237
single push,,"(100, 10)",20260718,3320
single push,,"(100, 10)",20674446,3403
single push,,"(100, 10)",21310766,3486
single push,,"(100, 10)",21623396,3569
single push,,"(100, 10)",22187699,3652
single push,,"(100, 10)",23221781,3735
single push,,"(100, 10)",23363208,3818
single push,,"(100, 10)",24056341,3901
single push,,"(100, 10)",24377047,3984
single push,,"(100, 10)",24683873,4067
single push,,"(100, 10)",25182873,4150
single push,,"(100, 10)",25290358,4233
single push,,"(100, 10)",26374908,4316
single push,,"(100, 10)",26595907,4399
single push,,"(100, 10)",26642714,4482
single push,,"(100, 10)",27634818,4565
single push,,"(100, 10)",28068292,4648
single push,,"(100, 10)",28294463,4731
single push,,"(100, 10)",28484243,4814
single push,,"(100, 10)",30301902,4897
single push,,"(100, 10)",30175406,4980
single push,,"(100, 10)",31006533,5063
single push,,"(100, 10)",31777945,5146
single push,,"(100, 10)",32640875,5229
single push,,"(100, 10)",32839649,5312
single push,,"(100, 10)",32994842,5395
single push,,"(100, 10)",33485438,5478
single push,,"(100, 10)",32994078,5561
single push,,"(100, 10)",34593971,5644
single push,,"(100, 10)",34605084,5727
single push,,"(100, 10)",35772010,5810
single push,,"(100, 10)",35917884,5893
single push,,"(100, 10)",37137935,5976
single push,,"(100, 10)",37261602,6059
single push,,"(100, 10)",38191666,6142
single push,,"(100, 10)",38310675,6225
single push,,"(100, 10)",39122715,6308
single push,,"(100, 10)",39287056,6391
single push,,"(100, 10)",39537347,6474
single push,,"(100, 10)",39598306,6557
single push,,"(100, 10)",39365499,6640
single push,,"(100, 10)",39627377,6723
single push,,"(100, 10)",40133610,6806
single push,,"(100, 10)",40617018,6889
single push,,"(100, 10)",41869240,6972
single push,,"(100, 10)",42398732,7055
single push,,"(100, 10)",42641018,7138
single push,,"(100, 10)",44730976,7221
single push,,"(100, 10)",44394420,7304
single push,,"(100, 10)",45176380,7387
single push,,"(100, 10)",45907448,7470
single push,,"(100, 10)",44817665,7553
single push,,"(100, 10)",45441249,7636
single push,,"(100, 10)",45991466,7719
single push,,"(100, 10)",47094726,7802
single push,,"(100, 10)",47416695,7885
single push,,"(100, 10)",48230490,7968
single push,,"(100, 10)",49349108,8051
single push,,"(100, 10)",50527901,8134
single push,,"(100, 10)",50862856,8217
single push,,"(100, 10)",51657673,8300
