group,function,value,sample_time_nanos,iteration_count
append meta,,"(100, 100)",253290,31
append meta,,"(100, 100)",514600,62
append meta,,"(100, 100)",722530,93
append meta,,"(100, 100)",981230,124
append meta,,"(100, 100)",1250810,155
append meta,,"(100, 100)",1536321,186
append meta,,"(100, 100)",1748993,217
append meta,,"(100, 100)",1980471,248
append meta,,"(100, 100)",2198214,279
append meta,,"(100, 100)",2499521,310
append meta,,"(100, 100)",2637283,341
append meta,,"(100, 100)",2970370,372
append meta,,"(100, 100)",3184082,403
append meta,,"(100, 100)",3392793,434
append meta,,"(100, 100)",3746744,465
append meta,,"(100, 100)",3946451,496
append meta,,"(100, 100)",4162242,527
append meta,,"(100, 100)",4276083,558
append meta,,"(100, 100)",4381073,589
append meta,,"(100, 100)",4775294,620
append meta,,"(100, 100)",4985266,651
append meta,,"(100, 100)",5131714,682
append meta,,"(100, 100)",5450707,713
append meta,,"(100, 100)",5719551,744
append meta,,"(100, 100)",6272823,775
append meta,,"(100, 100)",5907586,806
append meta,,"(100, 100)",6583554,837
append meta,,"(100, 100)",6371005,868
append meta,,"(100, 100)",6823367,899
append meta,,"(100, 100)",7192475,930
append meta,,"(100, 100)",7347744,961
append meta,,"(100, 100)",7736043,992
append meta,,"(100, 100)",7756690,1023
append meta,,"(100, 100)",8385608,1054
append meta,,"(100, 100)",8392090,1085
append meta,,"(100, 100)",8554156,1116
append meta,,"(100, 100)",8907417,1147
append meta,,"(100, 100)",9202379,1178
append meta,,"(100, 100)",9446143,1209
append meta,,"(100, 100)",9810955,1240
append meta,,"(100, 100)",10134435,1271
append meta,,"(100, 100)",10320350,1302
append meta,,"(100, 100)",10701129,1333
append meta,,"(100, 100)",10997409,1364
append meta,,"(100, 100)",11161239,1395
append meta,,"(100, 100)",11337272,1426
append meta,,"(100, 100)",11721425,1457
append meta,,"(100, 100)",11564389,1488
append meta,,"(100, 100)",11897444,1519
append meta,,"(100, 100)",11942483,1550
append meta,,"(100, 100)",12108459,1581
append meta,,"(100, 100)",12145220,1612
append meta,,"(100, 100)",12842285,1643
append meta,,"(100, 100)",12897446,1674
append meta,,"(100, 100)",13478401,1705
append meta,,"(100, 100)",13444052,1736
append meta,,"(100, 100)",13583982,1767
append meta,,"(100, 100)",13709787,1798
append meta,,"(100, 100)",13817345,1829
append meta,,"(100, 100)",14947496,1860
append meta,,"(100, 100)",14907981,1891
append meta,,"(100, 100)",15422713,1922
append meta,,"(100, 100)",15678127,1953
append meta,,"(100, 100)",15908378,1984
append meta,,"(100, 100)",16063682,2015
append meta,,"(100, 100)",15862153,2046
append meta,,"(100, 100)",16146148,2077
append meta,,"(100, 100)",16655112,2108
append meta,,"(100, 100)",16492977,2139
append meta,,"(100, 100)",17073911,2170
append meta,,"(100, 100)",17209113,2201
append meta,,"(100, 100)",17490431,2232
append meta,,"(100, 100)",17505471,2263
append meta,,"(100, 100)",17590887,2294
append meta,,"(100, 100)",18470266,2325
append meta,,"(100, 100)",18772492,2356
append meta,,"(100, 100)",19029385,2387
append meta,,"(100, 100)",19321535,2418
append meta,,"(100, 100)",18884510,2449
append meta,,"(100, 100)",19126427,2480
append meta,,"(100, 100)",19466485,2511
append meta,,"(100, 100)",19763739,2542
append meta,,"(100, 100)",19947108,2573
append meta,,"(100, 100)",20719809,2604
append meta,,"(100, 100)",20299289,2635
append meta,,"(100, 100)",21033519,2666
append meta,,"(100, 100)",21545548,2697
append meta,,"(100, 100)",21769482,2728
append meta,,"(100, 100)",22152339,2759
append meta,,"(100, 100)",22044643,2790
append meta,,"(100, 100)",21910333,2821
append meta,,"(100, 100)",21915222,2852
append meta,,"(100, 100)",21922719,2883
append meta,,"(100, 100)",22203671,2914
append meta,,"(100, 100)",22963429,2945
append meta,,"(100, 100)",23512801,2976
append meta,,"(100, 100)",23244585,3007
append meta,,"(100, 100)",23925067,3038
append meta,,"(100, 100)",24534276,3069
append meta,,"(100, 100)",24726329,3100
