group,function,value,sample_time_nanos,iteration_count
append meta,,"(100, 100)",245080,30
append meta,,"(100, 100)",505441,60
append meta,,"(100, 100)",750260,90
append meta,,"(100, 100)",956830,120
append meta,,"(100, 100)",1213042,150
append meta,,"(100, 100)",1478853,180
append meta,,"(100, 100)",1696270,210
append meta,,"(100, 100)",2017651,240
append meta,,"(100, 100)",2162592,270
append meta,,"(100, 100)",2413811,300
append meta,,"(100, 100)",2526021,330
append meta,,"(100, 100)",2726041,360
append meta,,"(100, 100)",2959402,390
append meta,,"(100, 100)",3374050,420
append meta,,"(100, 100)",3431403,450
append meta,,"(100, 100)",3764252,480
append meta,,"(100, 100)",4160551,510
append meta,,"(100, 100)",4300644,540
append meta,,"(100, 100)",4488425,570
append meta,,"(100, 100)",4711347,600
append meta,,"(100, 100)",4970614,630
append meta,,"(100, 100)",5203834,660
append meta,,"(100, 100)",5517623,690
append meta,,"(100, 100)",5695016,720
append meta,,"(100, 100)",5984845,750
append meta,,"(100, 100)",6263856,780
append meta,,"(100, 100)",6168726,810
append meta,,"(100, 100)",6503024,840
append meta,,"(100, 100)",6731475,870
append meta,,"(100, 100)",6991845,900
append meta,,"(100, 100)",7132556,930
append meta,,"(100, 100)",7885327,960
append meta,,"(100, 100)",7889045,990
append meta,,"(100, 100)",8431127,1020
append meta,,"(100, 100)",8191717,1050
append meta,,"(100, 100)",8482657,1080
append meta,,"(100, 100)",8975597,1110
append meta,,"(100, 100)",9270929,1140
append meta,,"(100, 100)",9472960,1170
append meta,,"(100, 100)",9612808,1200
append meta,,"(100, 100)",9774779,1230
append meta,,"(100, 100)",9908785,1260
append meta,,"(100, 100)",10328668,1290
append meta,,"(100, 100)",10660127,1320
append meta,,"(100, 100)",10615138,1350
append meta,,"(100, 100)",10814692,1380
append meta,,"(100, 100)",11125749,1410
append meta,,"(100, 100)",11349320,1440
append meta,,"(100, 100)",11462815,1470
append meta,,"(100, 100)",11901165,1500
append meta,,"(100, 100)",12141831,1530
append meta,,"(100, 100)",12686790,1560
append meta,,"(100, 100)",12680176,1590
append meta,,"(100, 100)",13058351,1620
append meta,,"(100, 100)",13520719,1650
append meta,,"(100, 100)",13659550,1680
append meta,,"(100, 100)",13624061,1710
append meta,,"(100, 100)",13965745,1740
append meta,,"(100, 100)",13845245,1770
append meta,,"(100, 100)",14460313,1800
append meta,,"(100, 100)",14596332,1830
append meta,,"(100, 100)",14543120,1860
append meta,,"(100, 100)",14930829,1890
append meta,,"(100, 100)",15239285,1920
append meta,,"(100, 100)",15113280,1950
append meta,,"(100, 100)",15138053,1980
append meta,,"(100, 100)",15464652,2010
append meta,,"(100, 100)",16011507,2040
append meta,,"(100, 100)",16385712,2070
append meta,,"(100, 100)",16657322,2100
append meta,,"(100, 100)",16719941,2130
append meta,,"(100, 100)",17050445,2160
append meta,,"(100, 100)",17636754,2190
append meta,,"(100, 100)",17958415,2220
append meta,,"(100, 100)",17950977,2250
append meta,,"(100, 100)",18062549,2280
append meta,,"(100, 100)",18027841,2310
append meta,,"(100, 100)",18730264,2340
append meta,,"(100, 100)",18738467,2370
append meta,,"(100, 100)",19070593,2400
append meta,,"(100, 100)",19649765,2430
append meta,,"(100, 100)",19228735,2460
append meta,,"(100, 100)",20144365,2490
append meta,,"(100, 100)",20632996,2520
append meta,,"(100, 100)",20880234,2550
append meta,,"(100, 100)",20944542,2580
append meta,,"(100, 100)",20976121,2610
append meta,,"(100, 100)",21103985,2640
append meta,,"(100, 100)",21248156,2670
append meta,,"(100, 100)",21384550,2700
append meta,,"(100, 100)",21257236,2730
append meta,,"(100, 100)",21415164,2760
append meta,,"(100, 100)",22261912,2790
append meta,,"(100, 100)",23423954,2820
append meta,,"(100, 100)",22571451,2850
append meta,,"(100, 100)",22607498,2880
append meta,,"(100, 100)",22878430,2910
append meta,,"(100, 100)",22651533,2940
append meta,,"(100, 100)",23693732,2970
append meta,,"(100, 100)",22783604,3000
